service_date,line,estimated_boardings,ObjectId
2021/12/04 05:00:00+00,Franklin/Foxboro,895,4917
2021/12/04 05:00:00+00,Middleborough/Lakeville,1048,4918
2021/12/04 05:00:00+00,Lowell,1266,4919
2021/12/04 05:00:00+00,Haverhill,1214,4920
2021/12/13 05:00:00+00,Haverhill,2392,4921
2021/12/13 05:00:00+00,Kingston,2428,4922
2021/12/13 05:00:00+00,Needham,2932,4923
2021/12/13 05:00:00+00,Fitchburg,3530,4924
2021/12/13 05:00:00+00,Greenbush,1939,4925
2021/12/13 05:00:00+00,Fairmount,1846,4926
2021/12/14 05:00:00+00,Providence/Stoughton,12412,4927
2021/12/14 05:00:00+00,Newburyport/Rockport,8082,4928
2021/12/14 05:00:00+00,Framingham/Worcester,6775,4929
2021/12/14 05:00:00+00,Franklin/Foxboro,4432,4930
2021/12/14 05:00:00+00,Middleborough/Lakeville,3482,4931
2021/12/14 05:00:00+00,Lowell,3686,4932
2021/12/14 05:00:00+00,Haverhill,2721,4933
2021/12/14 05:00:00+00,Kingston,2320,4934
2021/12/14 05:00:00+00,Needham,3097,4935
2021/12/14 05:00:00+00,Fitchburg,3705,4936
2021/12/14 05:00:00+00,Greenbush,1940,4937
2021/12/14 05:00:00+00,Fairmount,1672,4938
2021/12/15 05:00:00+00,Providence/Stoughton,11681,4939
2021/12/15 05:00:00+00,Newburyport/Rockport,6568,4940
2021/12/15 05:00:00+00,Framingham/Worcester,6634,4941
2021/12/15 05:00:00+00,Franklin/Foxboro,4167,4942
2021/12/15 05:00:00+00,Middleborough/Lakeville,3642,4943
2021/12/15 05:00:00+00,Lowell,2639,4944
2021/12/15 05:00:00+00,Haverhill,2513,4945
2021/12/15 05:00:00+00,Kingston,2228,4946
2021/12/15 05:00:00+00,Needham,3032,4947
2021/12/15 05:00:00+00,Fitchburg,3605,4948
2021/12/15 05:00:00+00,Greenbush,1802,4949
2021/12/15 05:00:00+00,Fairmount,1719,4950
2021/12/16 05:00:00+00,Providence/Stoughton,11670,4951
2021/12/16 05:00:00+00,Newburyport/Rockport,8159,4952
2021/12/16 05:00:00+00,Framingham/Worcester,6960,4953
2021/12/16 05:00:00+00,Franklin/Foxboro,4935,4954
2021/12/16 05:00:00+00,Middleborough/Lakeville,3458,4955
2021/12/16 05:00:00+00,Lowell,3364,4956
2021/12/16 05:00:00+00,Haverhill,2386,4957
2021/12/16 05:00:00+00,Kingston,2398,4958
2021/12/16 05:00:00+00,Needham,2920,4959
2021/12/16 05:00:00+00,Fitchburg,3364,4960
2021/12/16 05:00:00+00,Greenbush,1816,4961
2021/12/16 05:00:00+00,Fairmount,1813,4962
2021/12/17 05:00:00+00,Providence/Stoughton,11540,4963
2021/11/22 05:00:00+00,Franklin/Foxboro,3560.747,4964
2021/12/17 05:00:00+00,Framingham/Worcester,6423,4965
2021/11/26 05:00:00+00,Lowell,3634,4966
2021/11/18 05:00:00+00,Haverhill,4103,4967
2021/12/08 05:00:00+00,Greenbush,1901,4968
2021/11/18 05:00:00+00,Kingston,2253.839,4969
2021/11/18 05:00:00+00,Needham,2773,4970
2021/11/18 05:00:00+00,Fitchburg,4233,4971
2021/11/18 05:00:00+00,Greenbush,2154.293,4972
2021/11/18 05:00:00+00,Fairmount,1696,4973
2021/11/19 05:00:00+00,Providence/Stoughton,12051,4974
2021/11/19 05:00:00+00,Newburyport/Rockport,10959,4975
2021/11/19 05:00:00+00,Framingham/Worcester,4803.77,4976
2021/11/19 05:00:00+00,Franklin/Foxboro,3467.807,4977
2021/11/19 05:00:00+00,Middleborough/Lakeville,2597,4978
2021/11/19 05:00:00+00,Lowell,6032,4979
2021/11/19 05:00:00+00,Haverhill,2903,4980
2021/11/19 05:00:00+00,Kingston,2194.126,4981
2021/11/19 05:00:00+00,Needham,2610,4982
2021/11/19 05:00:00+00,Fitchburg,3997,4983
2021/11/19 05:00:00+00,Greenbush,1927.907,4984
2021/11/19 05:00:00+00,Fairmount,1490,4985
2021/11/20 05:00:00+00,Providence/Stoughton,4145,4986
2021/11/20 05:00:00+00,Newburyport/Rockport,6362,4987
2021/11/20 05:00:00+00,Framingham/Worcester,2597,4988
2021/11/20 05:00:00+00,Franklin/Foxboro,870,4989
2021/11/20 05:00:00+00,Middleborough/Lakeville,1103,4990
2021/11/20 05:00:00+00,Lowell,1047,4991
2021/11/20 05:00:00+00,Haverhill,1346,4992
2021/11/20 05:00:00+00,Kingston,476,4993
2021/11/20 05:00:00+00,Needham,369,4994
2021/11/20 05:00:00+00,Fitchburg,1431,4995
2021/11/20 05:00:00+00,Greenbush,552,4996
2021/12/17 05:00:00+00,Franklin/Foxboro,3809,4997
2021/11/20 05:00:00+00,Fairmount,417,4998
2021/12/17 05:00:00+00,Middleborough/Lakeville,3246,4999
2021/12/08 05:00:00+00,Fairmount,1566,5000
2021/11/26 05:00:00+00,Haverhill,1817,5001
2021/11/21 05:00:00+00,Providence/Stoughton,3740,5002
2021/11/22 05:00:00+00,Middleborough/Lakeville,2707,5003
2021/12/17 05:00:00+00,Lowell,3170,5004
2021/12/09 05:00:00+00,Providence/Stoughton,12115,5005
2021/11/26 05:00:00+00,Kingston,1350,5006
2021/11/21 05:00:00+00,Newburyport/Rockport,4851,5007
2021/11/22 05:00:00+00,Lowell,5655,5008
2021/12/17 05:00:00+00,Haverhill,2173,5009
2021/12/09 05:00:00+00,Newburyport/Rockport,8227,5010
2021/11/26 05:00:00+00,Needham,960,5011
2021/11/21 05:00:00+00,Framingham/Worcester,1902,5012
2021/11/22 05:00:00+00,Haverhill,2762,5013
2021/12/17 05:00:00+00,Kingston,1898,5014
2021/12/09 05:00:00+00,Framingham/Worcester,6867,5015
2021/11/26 05:00:00+00,Fitchburg,2593,5016
2021/11/21 05:00:00+00,Franklin/Foxboro,849,5017
2021/11/22 05:00:00+00,Kingston,1859.915,5018
2021/12/17 05:00:00+00,Needham,2542,5019
2021/12/09 05:00:00+00,Franklin/Foxboro,4470,5020
2021/11/26 05:00:00+00,Greenbush,709,5021
2021/11/21 05:00:00+00,Middleborough/Lakeville,1405,5022
2021/11/22 05:00:00+00,Needham,2898,5023
2021/12/17 05:00:00+00,Fitchburg,3373,5024
2021/12/09 05:00:00+00,Middleborough/Lakeville,3183,5025
2021/11/26 05:00:00+00,Fairmount,980,5026
2021/11/21 05:00:00+00,Lowell,1037,5027
2021/11/22 05:00:00+00,Fitchburg,3546,5028
2021/12/17 05:00:00+00,Greenbush,1615,5029
2021/12/09 05:00:00+00,Lowell,3787,5030
2021/11/27 05:00:00+00,Providence/Stoughton,3818,5031
2021/11/21 05:00:00+00,Haverhill,1421,5032
2021/11/22 05:00:00+00,Greenbush,1291.761,5033
2021/12/17 05:00:00+00,Fairmount,1747,5034
2021/12/09 05:00:00+00,Haverhill,2828,5035
2021/11/27 05:00:00+00,Newburyport/Rockport,5879,5036
2021/11/21 05:00:00+00,Kingston,510,5037
2021/11/22 05:00:00+00,Fairmount,1633,5038
2021/12/18 05:00:00+00,Providence/Stoughton,4282,5039
2021/12/09 05:00:00+00,Kingston,2722,5040
2021/11/27 05:00:00+00,Framingham/Worcester,3021,5041
2021/11/21 05:00:00+00,Needham,279,5042
2021/11/23 05:00:00+00,Providence/Stoughton,12127,5043
2021/12/18 05:00:00+00,Newburyport/Rockport,2393,5044
2021/11/27 05:00:00+00,Franklin/Foxboro,672,5045
2021/12/18 05:00:00+00,Framingham/Worcester,2603,5046
2021/11/23 05:00:00+00,Newburyport/Rockport,10493,5047
2021/11/21 05:00:00+00,Fitchburg,851,5048
2021/12/09 05:00:00+00,Needham,3147,5049
2021/12/09 05:00:00+00,Fitchburg,3484,5050
2021/12/09 05:00:00+00,Greenbush,1811,5051
2021/12/09 05:00:00+00,Fairmount,1683,5052
2021/12/18 05:00:00+00,Franklin/Foxboro,899,5053
2021/12/10 05:00:00+00,Providence/Stoughton,11233,5054
2021/11/21 05:00:00+00,Greenbush,429,5055
2021/12/18 05:00:00+00,Middleborough/Lakeville,840,5056
2021/12/10 05:00:00+00,Newburyport/Rockport,8180,5057
2021/11/27 05:00:00+00,Middleborough/Lakeville,798,5058
2021/11/23 05:00:00+00,Framingham/Worcester,5635.751,5059
2021/11/21 05:00:00+00,Fairmount,337,5060
2021/12/18 05:00:00+00,Lowell,788,5061
2021/12/10 05:00:00+00,Framingham/Worcester,6152,5062
2021/11/27 05:00:00+00,Lowell,1272,5063
2021/11/23 05:00:00+00,Franklin/Foxboro,3067.005,5064
2021/11/22 05:00:00+00,Providence/Stoughton,11489,5065
2021/12/18 05:00:00+00,Haverhill,599,5066
2021/12/10 05:00:00+00,Franklin/Foxboro,3890,5067
2021/11/27 05:00:00+00,Haverhill,1228,5068
2021/11/23 05:00:00+00,Middleborough/Lakeville,2616,5069
2021/12/18 05:00:00+00,Kingston,403,5070
2021/11/27 05:00:00+00,Kingston,457,5071
2021/12/10 05:00:00+00,Middleborough/Lakeville,3376,5072
2021/11/23 05:00:00+00,Lowell,5095,5073
2021/12/18 05:00:00+00,Needham,396,5074
2021/11/27 05:00:00+00,Needham,410,5075
2021/12/10 05:00:00+00,Lowell,4034,5076
2021/11/23 05:00:00+00,Haverhill,3009,5077
2021/12/18 05:00:00+00,Fitchburg,924,5078
2021/11/27 05:00:00+00,Fitchburg,1370,5079
2021/12/10 05:00:00+00,Haverhill,2415,5080
2021/11/23 05:00:00+00,Kingston,2032.112,5081
2021/12/18 05:00:00+00,Greenbush,500,5082
2021/11/27 05:00:00+00,Greenbush,534,5083
2021/12/10 05:00:00+00,Kingston,2003,5084
2021/11/23 05:00:00+00,Needham,2720,5085
2021/12/18 05:00:00+00,Fairmount,371,5086
2021/11/27 05:00:00+00,Fairmount,404,5087
2021/12/10 05:00:00+00,Needham,2484,5088
2021/11/23 05:00:00+00,Fitchburg,3170,5089
2021/12/19 05:00:00+00,Providence/Stoughton,2701,5090
2021/11/28 05:00:00+00,Providence/Stoughton,3348,5091
2021/12/10 05:00:00+00,Fitchburg,3512,5092
2021/11/23 05:00:00+00,Greenbush,1438.006,5093
2021/12/19 05:00:00+00,Newburyport/Rockport,2576,5094
2021/11/28 05:00:00+00,Newburyport/Rockport,4187,5095
2021/12/10 05:00:00+00,Greenbush,1550,5096
2021/11/23 05:00:00+00,Fairmount,1579,5097
2021/12/19 05:00:00+00,Framingham/Worcester,1463,5098
2021/11/28 05:00:00+00,Framingham/Worcester,2499,5099
2021/12/10 05:00:00+00,Fairmount,1621,5100
2021/11/24 05:00:00+00,Providence/Stoughton,11389.916,5101
2021/12/19 05:00:00+00,Franklin/Foxboro,585,5102
2021/11/28 05:00:00+00,Franklin/Foxboro,671,5103
2021/12/11 05:00:00+00,Providence/Stoughton,4428,5104
2021/11/24 05:00:00+00,Newburyport/Rockport,6628.494,5105
2021/12/19 05:00:00+00,Middleborough/Lakeville,865,5106
2021/11/28 05:00:00+00,Middleborough/Lakeville,3127,5107
2021/12/11 05:00:00+00,Newburyport/Rockport,4962,5108
2021/11/24 05:00:00+00,Framingham/Worcester,5876.882,5109
2021/12/19 05:00:00+00,Lowell,1363,5110
2021/11/28 05:00:00+00,Lowell,1744,5111
2021/12/11 05:00:00+00,Framingham/Worcester,2520,5112
2021/11/24 05:00:00+00,Franklin/Foxboro,2663.299,5113
2021/12/19 05:00:00+00,Haverhill,535,5114
2021/11/28 05:00:00+00,Haverhill,1371,5115
2021/12/11 05:00:00+00,Franklin/Foxboro,924,5116
2021/11/24 05:00:00+00,Middleborough/Lakeville,2873,5117
2021/12/19 05:00:00+00,Kingston,526,5118
2021/11/28 05:00:00+00,Kingston,468,5119
2021/12/11 05:00:00+00,Middleborough/Lakeville,953,5120
2021/11/24 05:00:00+00,Lowell,4595.174,5121
2021/12/19 05:00:00+00,Needham,402,5122
2021/11/28 05:00:00+00,Needham,210,5123
2021/12/11 05:00:00+00,Lowell,1311,5124
2021/11/24 05:00:00+00,Haverhill,3135.767,5125
2021/12/19 05:00:00+00,Fitchburg,1021,5126
2021/11/28 05:00:00+00,Fitchburg,1235,5127
2021/12/11 05:00:00+00,Haverhill,1205,5128
2021/11/24 05:00:00+00,Kingston,1882.134,5129
2021/12/19 05:00:00+00,Greenbush,494,5130
2021/11/28 05:00:00+00,Greenbush,426,5131
2021/12/11 05:00:00+00,Kingston,363,5132
2021/11/24 05:00:00+00,Needham,1528.118,5133
2021/12/19 05:00:00+00,Fairmount,322,5134
2021/11/28 05:00:00+00,Fairmount,373,5135
2021/12/11 05:00:00+00,Needham,406,5136
2021/11/24 05:00:00+00,Fitchburg,1585,5137
2021/12/20 05:00:00+00,Providence/Stoughton,10944,5138
2021/11/29 05:00:00+00,Providence/Stoughton,11163,5139
2021/12/11 05:00:00+00,Fitchburg,926,5140
2021/11/24 05:00:00+00,Greenbush,1203.47,5141
2021/12/20 05:00:00+00,Newburyport/Rockport,7372,5142
2021/11/29 05:00:00+00,Newburyport/Rockport,7489,5143
2021/12/11 05:00:00+00,Greenbush,499,5144
2021/11/24 05:00:00+00,Fairmount,1929.872,5145
2021/12/20 05:00:00+00,Framingham/Worcester,5545,5146
2021/11/29 05:00:00+00,Framingham/Worcester,5809,5147
2021/12/11 05:00:00+00,Fairmount,355,5148
2021/11/25 05:00:00+00,Providence/Stoughton,2814,5149
2021/12/20 05:00:00+00,Franklin/Foxboro,3799,5150
2021/11/29 05:00:00+00,Franklin/Foxboro,4201,5151
2021/12/20 05:00:00+00,Middleborough/Lakeville,2706,5152
2021/11/25 05:00:00+00,Newburyport/Rockport,4327,5153
2021/12/12 05:00:00+00,Providence/Stoughton,3735,5154
2021/12/20 05:00:00+00,Lowell,2828,5155
2021/12/12 05:00:00+00,Newburyport/Rockport,3117,5156
2021/11/25 05:00:00+00,Framingham/Worcester,1825,5157
2021/12/20 05:00:00+00,Haverhill,2372,5158
2021/11/29 05:00:00+00,Middleborough/Lakeville,2367,5159
2021/12/12 05:00:00+00,Framingham/Worcester,1682,5160
2021/11/25 05:00:00+00,Franklin/Foxboro,961,5161
2021/12/20 05:00:00+00,Kingston,1885,5162
2021/11/29 05:00:00+00,Lowell,4726,5163
2021/12/12 05:00:00+00,Franklin/Foxboro,654,5164
2021/11/25 05:00:00+00,Middleborough/Lakeville,2853,5165
2021/12/20 05:00:00+00,Needham,2699,5166
2021/11/29 05:00:00+00,Haverhill,2733,5167
2021/12/12 05:00:00+00,Middleborough/Lakeville,1001,5168
2021/11/25 05:00:00+00,Lowell,1725,5169
2021/12/20 05:00:00+00,Fitchburg,3157,5170
2021/11/29 05:00:00+00,Kingston,2506,5171
2021/12/12 05:00:00+00,Lowell,1541,5172
2021/11/25 05:00:00+00,Haverhill,1311,5173
2021/12/20 05:00:00+00,Greenbush,1528,5174
2021/11/29 05:00:00+00,Needham,2984,5175
2021/12/12 05:00:00+00,Haverhill,1101,5176
2021/11/25 05:00:00+00,Kingston,464,5177
2021/12/20 05:00:00+00,Fairmount,1792,5178
2021/11/29 05:00:00+00,Fitchburg,3773,5179
2021/12/12 05:00:00+00,Kingston,512,5180
2021/11/25 05:00:00+00,Needham,210,5181
2021/12/21 05:00:00+00,Providence/Stoughton,9965,5182
2021/11/29 05:00:00+00,Greenbush,1788,5183
2021/12/12 05:00:00+00,Needham,219,5184
2021/11/25 05:00:00+00,Fitchburg,1182,5185
2021/12/21 05:00:00+00,Newburyport/Rockport,6488,5186
2021/11/29 05:00:00+00,Fairmount,1898,5187
2021/12/12 05:00:00+00,Fitchburg,1169,5188
2021/11/25 05:00:00+00,Greenbush,293,5189
2021/12/21 05:00:00+00,Framingham/Worcester,5729,5190
2021/11/30 05:00:00+00,Providence/Stoughton,13367,5191
2021/12/12 05:00:00+00,Greenbush,375,5192
2021/11/25 05:00:00+00,Fairmount,414,5193
2021/11/30 05:00:00+00,Newburyport/Rockport,8448,5194
2021/11/26 05:00:00+00,Providence/Stoughton,7461,5195
2021/11/30 05:00:00+00,Framingham/Worcester,5506,5196
2021/11/26 05:00:00+00,Newburyport/Rockport,7200,5197
2021/11/30 05:00:00+00,Franklin/Foxboro,4907,5198
2021/11/26 05:00:00+00,Framingham/Worcester,3380,5199
2021/11/30 05:00:00+00,Middleborough/Lakeville,2808,5200
2022/01/15 05:00:00+00,Franklin/Foxboro,659,5201
2022/01/15 05:00:00+00,Middleborough/Lakeville,388,5202
2022/01/15 05:00:00+00,Lowell,1149,5203
2022/01/15 05:00:00+00,Haverhill,1141,5204
2022/01/15 05:00:00+00,Kingston,367,5205
2022/01/15 05:00:00+00,Needham,148,5206
2022/01/15 05:00:00+00,Fitchburg,791,5207
2022/01/15 05:00:00+00,Greenbush,323,5208
2022/01/15 05:00:00+00,Fairmount,202,5209
2022/01/16 05:00:00+00,Providence/Stoughton,2453,5210
2022/01/16 05:00:00+00,Newburyport/Rockport,2448,5211
2022/01/16 05:00:00+00,Framingham/Worcester,1303,5212
2021/12/29 05:00:00+00,Kingston,1140,5213
2022/01/16 05:00:00+00,Franklin/Foxboro,543,5214
2022/01/16 05:00:00+00,Middleborough/Lakeville,632,5215
2022/01/16 05:00:00+00,Lowell,507,5216
2021/12/29 05:00:00+00,Needham,1316,5217
2022/01/16 05:00:00+00,Haverhill,650,5218
2021/12/29 05:00:00+00,Fitchburg,2491,5219
2022/01/16 05:00:00+00,Kingston,293,5220
2021/12/29 05:00:00+00,Greenbush,1119,5221
2022/01/16 05:00:00+00,Needham,229,5222
2021/12/21 05:00:00+00,Franklin/Foxboro,3840,5223
2021/12/29 05:00:00+00,Fairmount,1134,5224
2022/01/19 05:00:00+00,Lowell,2937,5225
2022/01/02 05:00:00+00,Fitchburg,680,5226
2022/01/16 05:00:00+00,Fitchburg,623,5227
2021/12/21 05:00:00+00,Middleborough/Lakeville,2605,5228
2022/01/06 05:00:00+00,Fairmount,1154,5229
2021/12/25 05:00:00+00,Lowell,878,5230
2021/12/30 05:00:00+00,Providence/Stoughton,7327,5231
2022/01/19 05:00:00+00,Haverhill,1671,5232
2022/01/11 05:00:00+00,Newburyport/Rockport,4918,5233
2022/01/02 05:00:00+00,Greenbush,287,5234
2022/01/16 05:00:00+00,Greenbush,222,5235
2021/12/21 05:00:00+00,Lowell,2828,5236
2022/01/07 05:00:00+00,Providence/Stoughton,5609,5237
2021/12/30 05:00:00+00,Newburyport/Rockport,4971,5238
2021/12/25 05:00:00+00,Haverhill,307,5239
2022/01/19 05:00:00+00,Kingston,1420,5240
2022/01/11 05:00:00+00,Framingham/Worcester,3060,5241
2022/01/02 05:00:00+00,Fairmount,284,5242
2022/01/16 05:00:00+00,Fairmount,182,5243
2021/12/21 05:00:00+00,Haverhill,2141,5244
2022/01/07 05:00:00+00,Newburyport/Rockport,4657,5245
2021/12/30 05:00:00+00,Framingham/Worcester,3680,5246
2021/12/25 05:00:00+00,Kingston,247,5247
2022/01/19 05:00:00+00,Needham,2549,5248
2022/01/11 05:00:00+00,Franklin/Foxboro,2715,5249
2022/01/03 05:00:00+00,Providence/Stoughton,7415,5250
2022/01/17 05:00:00+00,Providence/Stoughton,4595,5251
2021/12/21 05:00:00+00,Kingston,1873,5252
2022/01/07 05:00:00+00,Framingham/Worcester,3792,5253
2021/12/30 05:00:00+00,Franklin/Foxboro,2472,5254
2021/12/25 05:00:00+00,Needham,258,5255
2022/01/19 05:00:00+00,Fitchburg,2745,5256
2022/01/11 05:00:00+00,Middleborough/Lakeville,1537,5257
2022/01/03 05:00:00+00,Newburyport/Rockport,4572,5258
2022/01/17 05:00:00+00,Newburyport/Rockport,4788,5259
2021/12/21 05:00:00+00,Needham,2493,5260
2022/01/07 05:00:00+00,Franklin/Foxboro,2141,5261
2022/01/07 05:00:00+00,Middleborough/Lakeville,1509,5262
2022/01/07 05:00:00+00,Lowell,2427,5263
2022/01/07 05:00:00+00,Haverhill,1541,5264
2022/01/07 05:00:00+00,Kingston,899,5265
2022/01/07 05:00:00+00,Needham,1223,5266
2022/01/07 05:00:00+00,Fitchburg,2067,5267
2022/01/07 05:00:00+00,Greenbush,738,5268
2022/01/07 05:00:00+00,Fairmount,916,5269
2022/01/08 05:00:00+00,Providence/Stoughton,3208,5270
2022/01/08 05:00:00+00,Newburyport/Rockport,3321,5271
2022/01/08 05:00:00+00,Framingham/Worcester,855,5272
2022/01/08 05:00:00+00,Franklin/Foxboro,715,5273
2022/01/08 05:00:00+00,Middleborough/Lakeville,800,5274
2022/01/08 05:00:00+00,Lowell,768,5275
2022/01/08 05:00:00+00,Haverhill,845,5276
2022/01/08 05:00:00+00,Kingston,430,5277
2022/01/08 05:00:00+00,Needham,236,5278
2022/01/08 05:00:00+00,Fitchburg,711,5279
2022/01/08 05:00:00+00,Greenbush,428,5280
2022/01/08 05:00:00+00,Fairmount,333,5281
2022/01/09 05:00:00+00,Providence/Stoughton,2093,5282
2022/01/09 05:00:00+00,Newburyport/Rockport,3128,5283
2022/01/09 05:00:00+00,Framingham/Worcester,961,5284
2022/01/09 05:00:00+00,Franklin/Foxboro,330,5285
2022/01/09 05:00:00+00,Middleborough/Lakeville,544,5286
2022/01/09 05:00:00+00,Lowell,914,5287
2022/01/09 05:00:00+00,Haverhill,753,5288
2022/01/09 05:00:00+00,Kingston,293,5289
2022/01/09 05:00:00+00,Needham,303,5290
2022/01/09 05:00:00+00,Fitchburg,682,5291
2022/01/09 05:00:00+00,Greenbush,214,5292
2022/01/09 05:00:00+00,Fairmount,239,5293
2022/01/10 05:00:00+00,Providence/Stoughton,7687,5294
2022/01/10 05:00:00+00,Newburyport/Rockport,6611,5295
2022/01/10 05:00:00+00,Framingham/Worcester,3203,5296
2022/01/10 05:00:00+00,Franklin/Foxboro,3223,5297
2022/01/10 05:00:00+00,Middleborough/Lakeville,1834,5298
2022/01/10 05:00:00+00,Lowell,3178,5299
2022/01/10 05:00:00+00,Haverhill,1693,5300
2022/01/10 05:00:00+00,Kingston,1337,5301
2022/01/10 05:00:00+00,Needham,2180,5302
2022/01/10 05:00:00+00,Fitchburg,2871,5303
2022/01/10 05:00:00+00,Greenbush,1155,5304
2022/01/10 05:00:00+00,Fairmount,1168,5305
2022/01/11 05:00:00+00,Providence/Stoughton,7511,5306
2021/12/21 05:00:00+00,Fitchburg,2633,5307
2021/12/21 05:00:00+00,Greenbush,1398,5308
2021/12/21 05:00:00+00,Fairmount,1511,5309
2021/12/22 05:00:00+00,Providence/Stoughton,9370,5310
2021/12/22 05:00:00+00,Newburyport/Rockport,5836,5311
2021/12/22 05:00:00+00,Framingham/Worcester,4716,5312
2021/12/22 05:00:00+00,Franklin/Foxboro,2891,5313
2021/12/22 05:00:00+00,Middleborough/Lakeville,2514,5314
2021/12/22 05:00:00+00,Lowell,2942,5315
2021/12/22 05:00:00+00,Haverhill,2110,5316
2021/12/22 05:00:00+00,Kingston,1684,5317
2021/12/22 05:00:00+00,Needham,1985,5318
2021/12/22 05:00:00+00,Fitchburg,2402,5319
2021/12/22 05:00:00+00,Greenbush,1258,5320
2021/12/22 05:00:00+00,Fairmount,1531,5321
2021/12/23 05:00:00+00,Providence/Stoughton,8344,5322
2021/12/23 05:00:00+00,Newburyport/Rockport,7010,5323
2021/12/23 05:00:00+00,Framingham/Worcester,4097,5324
2021/12/23 05:00:00+00,Franklin/Foxboro,3199,5325
2021/12/23 05:00:00+00,Middleborough/Lakeville,2065,5326
2021/12/23 05:00:00+00,Lowell,2274,5327
2021/12/23 05:00:00+00,Haverhill,2031,5328
2021/12/23 05:00:00+00,Kingston,1586,5329
2021/12/23 05:00:00+00,Needham,1610,5330
2021/12/23 05:00:00+00,Fitchburg,2260,5331
2021/12/23 05:00:00+00,Greenbush,1313,5332
2021/12/30 05:00:00+00,Middleborough/Lakeville,1660,5333
2021/12/23 05:00:00+00,Fairmount,1434,5334
2021/12/30 05:00:00+00,Lowell,1920,5335
2021/12/24 05:00:00+00,Providence/Stoughton,6490,5336
2021/12/30 05:00:00+00,Haverhill,1928,5337
2022/01/17 05:00:00+00,Framingham/Worcester,2449,5338
2022/01/11 05:00:00+00,Lowell,2388,5339
2022/01/03 05:00:00+00,Framingham/Worcester,3852,5340
2021/12/24 05:00:00+00,Newburyport/Rockport,5915,5341
2022/01/19 05:00:00+00,Greenbush,1336,5342
2022/01/17 05:00:00+00,Franklin/Foxboro,1722,5343
2021/12/30 05:00:00+00,Kingston,1222,5344
2021/12/25 05:00:00+00,Fitchburg,569,5345
2022/01/11 05:00:00+00,Haverhill,1766,5346
2022/01/03 05:00:00+00,Franklin/Foxboro,2879,5347
2021/12/24 05:00:00+00,Framingham/Worcester,3101,5348
2022/01/19 05:00:00+00,Fairmount,1421,5349
2022/01/17 05:00:00+00,Middleborough/Lakeville,1314,5350
2021/12/30 05:00:00+00,Needham,1069,5351
2021/12/25 05:00:00+00,Greenbush,328,5352
2022/01/11 05:00:00+00,Kingston,1189,5353
2022/01/03 05:00:00+00,Middleborough/Lakeville,1825,5354
2021/12/24 05:00:00+00,Franklin/Foxboro,1347,5355
2022/01/20 05:00:00+00,Providence/Stoughton,7979,5356
2022/01/17 05:00:00+00,Lowell,1915,5357
2021/12/30 05:00:00+00,Fitchburg,2429,5358
2021/12/25 05:00:00+00,Fairmount,168,5359
2022/01/11 05:00:00+00,Needham,1186,5360
2022/01/03 05:00:00+00,Lowell,2130,5361
2021/12/24 05:00:00+00,Middleborough/Lakeville,1459,5362
2022/01/20 05:00:00+00,Newburyport/Rockport,5870,5363
2022/01/17 05:00:00+00,Haverhill,1044,5364
2021/12/30 05:00:00+00,Greenbush,692,5365
2021/12/26 05:00:00+00,Providence/Stoughton,2564,5366
2022/01/11 05:00:00+00,Fitchburg,2306,5367
2022/01/03 05:00:00+00,Haverhill,1939,5368
2022/01/03 05:00:00+00,Kingston,1331,5369
2022/01/03 05:00:00+00,Needham,1332,5370
2022/01/03 05:00:00+00,Fitchburg,2406,5371
2022/01/03 05:00:00+00,Greenbush,1140,5372
2022/01/03 05:00:00+00,Fairmount,1132,5373
2022/01/04 05:00:00+00,Providence/Stoughton,7705,5374
2022/01/04 05:00:00+00,Newburyport/Rockport,5599,5375
2022/01/04 05:00:00+00,Framingham/Worcester,4120,5376
2022/01/04 05:00:00+00,Franklin/Foxboro,2960,5377
2022/01/04 05:00:00+00,Middleborough/Lakeville,2307,5378
2022/01/04 05:00:00+00,Lowell,2640,5379
2022/01/04 05:00:00+00,Haverhill,1902,5380
2022/01/04 05:00:00+00,Kingston,1485,5381
2022/01/04 05:00:00+00,Needham,1667,5382
2022/01/04 05:00:00+00,Fitchburg,2985,5383
2022/01/04 05:00:00+00,Greenbush,1329,5384
2022/01/04 05:00:00+00,Fairmount,1223,5385
2022/01/05 05:00:00+00,Providence/Stoughton,7459,5386
2022/01/05 05:00:00+00,Newburyport/Rockport,4878,5387
2022/01/05 05:00:00+00,Framingham/Worcester,3986,5388
2022/01/05 05:00:00+00,Franklin/Foxboro,2736,5389
2022/01/05 05:00:00+00,Middleborough/Lakeville,2465,5390
2022/01/05 05:00:00+00,Lowell,2213,5391
2022/01/05 05:00:00+00,Haverhill,1802,5392
2022/01/05 05:00:00+00,Kingston,1428,5393
2022/01/05 05:00:00+00,Needham,1891,5394
2022/01/05 05:00:00+00,Fitchburg,2584,5395
2022/01/05 05:00:00+00,Greenbush,1248,5396
2022/01/05 05:00:00+00,Fairmount,1279,5397
2022/01/06 05:00:00+00,Providence/Stoughton,7266,5398
2022/01/06 05:00:00+00,Newburyport/Rockport,6150,5399
2022/01/06 05:00:00+00,Framingham/Worcester,4425,5400
2022/01/06 05:00:00+00,Franklin/Foxboro,3102,5401
2022/01/06 05:00:00+00,Middleborough/Lakeville,1925,5402
2022/01/06 05:00:00+00,Lowell,2950,5403
2022/01/06 05:00:00+00,Haverhill,2462,5404
2022/01/06 05:00:00+00,Kingston,1549,5405
