service_date,line,estimated_boardings,ObjectId
2021/02/08 05:00:00+00,Fairmount,562,1863
2021/01/21 05:00:00+00,Lowell,892,1864
2021/02/09 05:00:00+00,Providence/Stoughton,3171,1865
2021/01/21 05:00:00+00,Haverhill,528,1866
2021/02/09 05:00:00+00,Newburyport/Rockport,1722,1867
2021/01/21 05:00:00+00,Kingston,579,1868
2021/02/09 05:00:00+00,Framingham/Worcester,1380.5,1869
2021/01/21 05:00:00+00,Needham,378.5,1870
2021/02/09 05:00:00+00,Franklin/Foxboro,1077,1871
2021/01/21 05:00:00+00,Fitchburg,451,1872
2021/02/09 05:00:00+00,Middleborough/Lakeville,868,1873
2021/01/21 05:00:00+00,Greenbush,293.5,1874
2021/02/09 05:00:00+00,Lowell,765,1875
2021/01/21 05:00:00+00,Fairmount,533.5,1876
2021/02/09 05:00:00+00,Haverhill,584,1877
2021/01/22 05:00:00+00,Providence/Stoughton,2610,1878
2021/02/09 05:00:00+00,Kingston,680.5,1879
2021/01/22 05:00:00+00,Newburyport/Rockport,1421.5,1880
2021/02/09 05:00:00+00,Needham,483,1881
2021/01/22 05:00:00+00,Framingham/Worcester,1429,1882
2021/02/09 05:00:00+00,Fitchburg,512.5,1883
2021/01/22 05:00:00+00,Franklin/Foxboro,1084.5,1884
2021/02/09 05:00:00+00,Greenbush,295.5,1885
2021/01/22 05:00:00+00,Middleborough/Lakeville,889,1886
2021/02/09 05:00:00+00,Fairmount,575.5,1887
2021/01/22 05:00:00+00,Lowell,819,1888
2021/02/10 05:00:00+00,Providence/Stoughton,3224,1889
2021/01/22 05:00:00+00,Haverhill,554.5,1890
2021/02/10 05:00:00+00,Newburyport/Rockport,1849,1891
2021/01/22 05:00:00+00,Kingston,451,1892
2021/02/10 05:00:00+00,Framingham/Worcester,1506,1893
2021/01/22 05:00:00+00,Needham,382,1894
2021/02/10 05:00:00+00,Franklin/Foxboro,1050,1895
2021/01/22 05:00:00+00,Fitchburg,1435.5,1896
2021/02/10 05:00:00+00,Middleborough/Lakeville,834,1897
2021/01/22 05:00:00+00,Greenbush,239.5,1898
2021/02/10 05:00:00+00,Lowell,884,1899
2021/01/22 05:00:00+00,Fairmount,522.5,1900
2021/02/10 05:00:00+00,Haverhill,580,1901
2021/02/10 05:00:00+00,Kingston,781.5,1902
2021/02/10 05:00:00+00,Needham,548.5,1903
2021/02/10 05:00:00+00,Fitchburg,489.5,1904
2021/02/10 05:00:00+00,Greenbush,288,1905
2021/02/10 05:00:00+00,Fairmount,553,1906
2021/02/11 05:00:00+00,Providence/Stoughton,3212,1907
2021/02/11 05:00:00+00,Newburyport/Rockport,1865,1908
2021/02/11 05:00:00+00,Framingham/Worcester,1299,1909
2021/02/11 05:00:00+00,Franklin/Foxboro,1177,1910
2021/02/11 05:00:00+00,Middleborough/Lakeville,902,1911
2021/02/11 05:00:00+00,Lowell,845,1912
2021/02/11 05:00:00+00,Haverhill,580.5,1913
2021/02/11 05:00:00+00,Kingston,857.5,1914
2021/02/11 05:00:00+00,Needham,517.5,1915
2021/02/11 05:00:00+00,Fitchburg,551.5,1916
2021/02/11 05:00:00+00,Greenbush,343,1917
2021/02/11 05:00:00+00,Fairmount,493.5,1918
2021/02/12 05:00:00+00,Providence/Stoughton,3078,1919
2021/02/12 05:00:00+00,Newburyport/Rockport,1773,1920
2021/02/12 05:00:00+00,Framingham/Worcester,1312.5,1921
2021/02/12 05:00:00+00,Franklin/Foxboro,1131,1922
2021/02/12 05:00:00+00,Middleborough/Lakeville,838,1923
2021/02/12 05:00:00+00,Lowell,753,1924
2021/02/12 05:00:00+00,Haverhill,584,1925
2021/02/12 05:00:00+00,Kingston,631.5,1926
2021/02/12 05:00:00+00,Needham,475.5,1927
2021/02/12 05:00:00+00,Fitchburg,556.5,1928
2021/02/12 05:00:00+00,Greenbush,315,1929
2021/02/12 05:00:00+00,Fairmount,514.5,1930
2021/02/16 05:00:00+00,Providence/Stoughton,3277,1931
2021/02/16 05:00:00+00,Newburyport/Rockport,1746,1932
2021/02/16 05:00:00+00,Framingham/Worcester,1303,1933
2021/02/16 05:00:00+00,Franklin/Foxboro,1005,1934
2021/02/16 05:00:00+00,Middleborough/Lakeville,1392.5,1935
2021/02/16 05:00:00+00,Lowell,729,1936
2021/02/16 05:00:00+00,Haverhill,591,1937
2021/02/16 05:00:00+00,Kingston,521.5,1938
2021/02/16 05:00:00+00,Needham,505,1939
2021/02/16 05:00:00+00,Fitchburg,485.5,1940
2021/02/16 05:00:00+00,Greenbush,367,1941
2021/02/16 05:00:00+00,Fairmount,975,1942
2021/02/17 05:00:00+00,Providence/Stoughton,3560.5,1943
2021/02/17 05:00:00+00,Newburyport/Rockport,1767,1944
2021/02/17 05:00:00+00,Framingham/Worcester,1439,1945
2021/02/17 05:00:00+00,Franklin/Foxboro,1227.5,1946
2021/02/17 05:00:00+00,Middleborough/Lakeville,1076,1947
2021/02/17 05:00:00+00,Lowell,814,1948
2021/02/17 05:00:00+00,Haverhill,539,1949
2021/02/17 05:00:00+00,Kingston,526.5,1950
2021/01/29 05:00:00+00,Framingham/Worcester,1209,1951
2021/01/29 05:00:00+00,Franklin/Foxboro,1074,1952
2021/01/29 05:00:00+00,Middleborough/Lakeville,923,1953
2021/01/29 05:00:00+00,Lowell,746,1954
2021/01/29 05:00:00+00,Haverhill,568,1955
2021/01/29 05:00:00+00,Kingston,486,1956
2021/01/29 05:00:00+00,Needham,400,1957
2021/01/29 05:00:00+00,Fitchburg,490,1958
2021/01/29 05:00:00+00,Greenbush,322,1959
2021/01/29 05:00:00+00,Fairmount,484.5,1960
2021/02/01 05:00:00+00,Providence/Stoughton,2509,1961
2021/02/01 05:00:00+00,Newburyport/Rockport,1823.5,1962
2021/02/01 05:00:00+00,Framingham/Worcester,954,1963
2021/02/01 05:00:00+00,Franklin/Foxboro,869,1964
2021/02/01 05:00:00+00,Middleborough/Lakeville,989,1965
2021/02/01 05:00:00+00,Lowell,872,1966
2021/02/01 05:00:00+00,Haverhill,746,1967
2021/02/01 05:00:00+00,Kingston,551.5,1968
2021/02/01 05:00:00+00,Needham,429,1969
2021/02/01 05:00:00+00,Fitchburg,506.5,1970
2021/02/01 05:00:00+00,Greenbush,229,1971
2021/02/01 05:00:00+00,Fairmount,529.5,1972
2021/02/02 05:00:00+00,Providence/Stoughton,2265.5,1973
2021/02/02 05:00:00+00,Newburyport/Rockport,1025,1974
2021/02/02 05:00:00+00,Framingham/Worcester,1153.5,1975
2021/02/02 05:00:00+00,Franklin/Foxboro,639.5,1976
2021/02/02 05:00:00+00,Middleborough/Lakeville,700,1977
2021/02/02 05:00:00+00,Lowell,419,1978
2021/02/02 05:00:00+00,Haverhill,347,1979
2021/02/02 05:00:00+00,Kingston,425.5,1980
2021/02/02 05:00:00+00,Needham,300.5,1981
2021/02/02 05:00:00+00,Fitchburg,321,1982
2021/02/02 05:00:00+00,Greenbush,258,1983
2021/02/02 05:00:00+00,Fairmount,439.5,1984
2021/02/03 05:00:00+00,Providence/Stoughton,3203.5,1985
2021/02/03 05:00:00+00,Newburyport/Rockport,1655,1986
2021/02/03 05:00:00+00,Framingham/Worcester,1219,1987
2021/02/03 05:00:00+00,Franklin/Foxboro,1197,1988
2021/02/03 05:00:00+00,Middleborough/Lakeville,1073.5,1989
2021/02/03 05:00:00+00,Lowell,708,1990
2021/02/03 05:00:00+00,Haverhill,567,1991
2021/02/03 05:00:00+00,Kingston,543,1992
2021/02/03 05:00:00+00,Needham,497,1993
2021/02/03 05:00:00+00,Fitchburg,480.5,1994
2021/02/03 05:00:00+00,Greenbush,283,1995
2021/02/03 05:00:00+00,Fairmount,512.5,1996
2021/02/04 05:00:00+00,Providence/Stoughton,3278,1997
2021/02/04 05:00:00+00,Newburyport/Rockport,1779,1998
2021/02/04 05:00:00+00,Framingham/Worcester,1279,1999
2021/02/04 05:00:00+00,Franklin/Foxboro,1119,2000
2021/03/12 05:00:00+00,Middleborough/Lakeville,1246,2001
2021/03/12 05:00:00+00,Lowell,862,2002
2021/03/12 05:00:00+00,Haverhill,767,2003
2021/03/12 05:00:00+00,Kingston,664.5,2004
2021/03/12 05:00:00+00,Needham,383,2005
2021/03/12 05:00:00+00,Fitchburg,174,2006
2021/03/12 05:00:00+00,Greenbush,375,2007
2021/03/12 05:00:00+00,Fairmount,659,2008
2021/03/15 04:00:00+00,Providence/Stoughton,3442,2009
2021/03/15 04:00:00+00,Newburyport/Rockport,1714,2010
2021/03/15 04:00:00+00,Framingham/Worcester,1420,2011
2021/03/15 04:00:00+00,Franklin/Foxboro,1125,2012
2021/03/15 04:00:00+00,Middleborough/Lakeville,1008,2013
2021/03/15 04:00:00+00,Lowell,888,2014
2021/03/15 04:00:00+00,Haverhill,662,2015
2021/03/15 04:00:00+00,Kingston,488,2016
2021/03/15 04:00:00+00,Needham,573.5,2017
2021/03/15 04:00:00+00,Fitchburg,170,2018
2021/03/15 04:00:00+00,Greenbush,375,2019
2021/03/15 04:00:00+00,Fairmount,503,2020
2021/03/16 04:00:00+00,Providence/Stoughton,3694,2021
2021/03/16 04:00:00+00,Newburyport/Rockport,1849,2022
2021/03/16 04:00:00+00,Framingham/Worcester,1822,2023
2021/03/16 04:00:00+00,Franklin/Foxboro,1277,2024
2021/03/16 04:00:00+00,Middleborough/Lakeville,1230,2025
2021/03/16 04:00:00+00,Lowell,847,2026
2021/03/16 04:00:00+00,Haverhill,639,2027
2021/03/16 04:00:00+00,Kingston,574,2028
2021/03/16 04:00:00+00,Needham,636,2029
2021/03/16 04:00:00+00,Fitchburg,189,2030
2021/03/16 04:00:00+00,Greenbush,496,2031
2021/03/16 04:00:00+00,Fairmount,611,2032
2021/03/17 04:00:00+00,Providence/Stoughton,3685,2033
2021/03/17 04:00:00+00,Newburyport/Rockport,2146,2034
2021/03/17 04:00:00+00,Framingham/Worcester,1533,2035
2021/03/17 04:00:00+00,Franklin/Foxboro,1359,2036
2021/03/17 04:00:00+00,Middleborough/Lakeville,1285,2037
2021/03/17 04:00:00+00,Lowell,976,2038
2021/03/17 04:00:00+00,Haverhill,796,2039
2021/03/17 04:00:00+00,Kingston,581,2040
2021/03/17 04:00:00+00,Needham,615,2041
2021/03/17 04:00:00+00,Fitchburg,218,2042
2021/03/17 04:00:00+00,Greenbush,326,2043
2021/03/17 04:00:00+00,Fairmount,591,2044
2021/03/18 04:00:00+00,Providence/Stoughton,3141.5,2045
2021/03/18 04:00:00+00,Newburyport/Rockport,2104,2046
2021/03/18 04:00:00+00,Framingham/Worcester,1652,2047
2021/03/18 04:00:00+00,Franklin/Foxboro,1400.5,2048
2021/03/18 04:00:00+00,Middleborough/Lakeville,1357,2049
2021/03/18 04:00:00+00,Lowell,1009,2050
2021/02/17 05:00:00+00,Needham,526,2051
2021/03/24 04:00:00+00,Needham,539,2052
2021/02/23 05:00:00+00,Greenbush,394,2053
2021/03/02 05:00:00+00,Providence/Stoughton,2937.5,2054
2021/03/08 05:00:00+00,Framingham/Worcester,1709,2055
2021/03/18 04:00:00+00,Haverhill,685,2056
2021/03/18 04:00:00+00,Kingston,587,2057
2021/03/18 04:00:00+00,Needham,419,2058
2021/03/18 04:00:00+00,Fitchburg,644,2059
2021/03/18 04:00:00+00,Greenbush,372,2060
2021/03/18 04:00:00+00,Fairmount,667,2061
2021/03/19 04:00:00+00,Providence/Stoughton,3333,2062
2021/03/19 04:00:00+00,Newburyport/Rockport,2133,2063
2021/03/19 04:00:00+00,Framingham/Worcester,1925,2064
2021/03/19 04:00:00+00,Franklin/Foxboro,1173,2065
2021/03/19 04:00:00+00,Middleborough/Lakeville,1392,2066
2021/03/19 04:00:00+00,Lowell,983,2067
2021/03/19 04:00:00+00,Haverhill,829,2068
2021/03/19 04:00:00+00,Kingston,682,2069
2021/03/19 04:00:00+00,Needham,574,2070
2021/03/19 04:00:00+00,Fitchburg,699,2071
2021/03/19 04:00:00+00,Greenbush,355,2072
2021/03/19 04:00:00+00,Fairmount,619,2073
2021/03/22 04:00:00+00,Providence/Stoughton,3660,2074
2021/03/22 04:00:00+00,Newburyport/Rockport,2110,2075
2021/03/22 04:00:00+00,Framingham/Worcester,1709,2076
2021/03/22 04:00:00+00,Franklin/Foxboro,1212.5,2077
2021/03/22 04:00:00+00,Middleborough/Lakeville,1238,2078
2021/03/22 04:00:00+00,Lowell,991,2079
2021/03/22 04:00:00+00,Haverhill,698,2080
2021/03/22 04:00:00+00,Kingston,562,2081
2021/03/22 04:00:00+00,Needham,539,2082
2021/03/22 04:00:00+00,Fitchburg,193,2083
2021/03/22 04:00:00+00,Greenbush,358,2084
2021/03/02 05:00:00+00,Newburyport/Rockport,1529,2085
2021/03/22 04:00:00+00,Fairmount,592,2086
2021/03/02 05:00:00+00,Framingham/Worcester,1505,2087
2021/03/08 05:00:00+00,Franklin/Foxboro,1030,2088
2021/02/17 05:00:00+00,Fitchburg,608,2089
2021/03/23 04:00:00+00,Providence/Stoughton,3143.5,2090
2021/03/02 05:00:00+00,Franklin/Foxboro,1316,2091
2021/02/23 05:00:00+00,Fairmount,568,2092
2021/03/08 05:00:00+00,Middleborough/Lakeville,1055,2093
2021/03/24 04:00:00+00,Fitchburg,207,2094
2021/02/17 05:00:00+00,Greenbush,324,2095
2021/03/23 04:00:00+00,Newburyport/Rockport,1772,2096
2021/03/02 05:00:00+00,Middleborough/Lakeville,1005,2097
2021/02/24 05:00:00+00,Providence/Stoughton,3675,2098
2021/03/08 05:00:00+00,Lowell,916,2099
2021/03/24 04:00:00+00,Greenbush,344,2100
2021/02/17 05:00:00+00,Fairmount,606,2101
2021/03/23 04:00:00+00,Framingham/Worcester,1664,2102
2021/03/02 05:00:00+00,Lowell,883,2103
2021/02/24 05:00:00+00,Newburyport/Rockport,1851,2104
2021/03/08 05:00:00+00,Haverhill,821,2105
2021/03/24 04:00:00+00,Fairmount,520,2106
2021/02/18 05:00:00+00,Providence/Stoughton,3450.5,2107
2021/03/23 04:00:00+00,Franklin/Foxboro,1212,2108
2021/03/02 05:00:00+00,Haverhill,599,2109
2021/02/24 05:00:00+00,Framingham/Worcester,1324,2110
2021/03/08 05:00:00+00,Kingston,637,2111
2021/03/25 04:00:00+00,Providence/Stoughton,3405.5,2112
2021/02/18 05:00:00+00,Newburyport/Rockport,1782,2113
2021/03/23 04:00:00+00,Middleborough/Lakeville,1187,2114
2021/03/02 05:00:00+00,Kingston,656,2115
2021/02/24 05:00:00+00,Franklin/Foxboro,1397,2116
2021/03/08 05:00:00+00,Needham,547,2117
2021/03/25 04:00:00+00,Newburyport/Rockport,2091.5,2118
2021/02/18 05:00:00+00,Framingham/Worcester,1308,2119
2021/03/23 04:00:00+00,Lowell,981,2120
2021/03/02 05:00:00+00,Needham,2378,2121
2021/02/24 05:00:00+00,Middleborough/Lakeville,914,2122
2021/03/08 05:00:00+00,Fitchburg,184,2123
2021/03/25 04:00:00+00,Framingham/Worcester,1395.5,2124
2021/02/18 05:00:00+00,Franklin/Foxboro,1293,2125
2021/03/23 04:00:00+00,Haverhill,727,2126
2021/03/02 05:00:00+00,Fitchburg,180,2127
2021/02/24 05:00:00+00,Lowell,975,2128
2021/03/08 05:00:00+00,Greenbush,486.5,2129
2021/03/25 04:00:00+00,Franklin/Foxboro,716,2130
2021/02/18 05:00:00+00,Middleborough/Lakeville,1074,2131
2021/03/23 04:00:00+00,Kingston,749,2132
2021/03/02 05:00:00+00,Greenbush,350.5,2133
2021/03/02 05:00:00+00,Fairmount,528,2134
2021/03/03 05:00:00+00,Providence/Stoughton,3574,2135
2021/03/03 05:00:00+00,Newburyport/Rockport,1804,2136
2021/03/03 05:00:00+00,Framingham/Worcester,1306,2137
2021/03/03 05:00:00+00,Franklin/Foxboro,1226,2138
2021/03/03 05:00:00+00,Middleborough/Lakeville,1604,2139
2021/03/03 05:00:00+00,Lowell,899,2140
2021/03/03 05:00:00+00,Haverhill,702,2141
2021/03/03 05:00:00+00,Kingston,624,2142
2021/03/03 05:00:00+00,Needham,629,2143
2021/03/03 05:00:00+00,Fitchburg,439,2144
2021/03/03 05:00:00+00,Greenbush,356,2145
2021/03/03 05:00:00+00,Fairmount,1019.5,2146
2021/03/04 05:00:00+00,Providence/Stoughton,3213.5,2147
2021/03/04 05:00:00+00,Newburyport/Rockport,1754,2148
2021/03/04 05:00:00+00,Framingham/Worcester,1463,2149
2021/03/04 05:00:00+00,Franklin/Foxboro,1311,2150
2021/03/04 05:00:00+00,Middleborough/Lakeville,1170,2151
2021/03/04 05:00:00+00,Lowell,896,2152
2021/03/04 05:00:00+00,Haverhill,735,2153
2021/03/04 05:00:00+00,Kingston,1385,2154
2021/03/04 05:00:00+00,Needham,520,2155
2021/03/04 05:00:00+00,Fitchburg,401,2156
2021/03/04 05:00:00+00,Greenbush,396.5,2157
2021/03/04 05:00:00+00,Fairmount,534,2158
2021/03/05 05:00:00+00,Providence/Stoughton,3180,2159
2021/03/05 05:00:00+00,Newburyport/Rockport,1893,2160
2021/03/05 05:00:00+00,Framingham/Worcester,1634,2161
2021/03/05 05:00:00+00,Franklin/Foxboro,1241,2162
2021/03/05 05:00:00+00,Middleborough/Lakeville,1120,2163
2021/03/05 05:00:00+00,Lowell,823,2164
2021/03/05 05:00:00+00,Haverhill,741,2165
2021/03/05 05:00:00+00,Kingston,571,2166
2021/03/05 05:00:00+00,Needham,489.5,2167
2021/03/05 05:00:00+00,Fitchburg,219,2168
2021/03/05 05:00:00+00,Greenbush,367.5,2169
2021/03/05 05:00:00+00,Fairmount,470,2170
2021/03/08 05:00:00+00,Providence/Stoughton,3478,2171
2021/03/08 05:00:00+00,Newburyport/Rockport,2138.5,2172
2021/03/23 04:00:00+00,Needham,606,2173
2021/03/23 04:00:00+00,Fitchburg,157,2174
2021/03/23 04:00:00+00,Greenbush,451,2175
2021/03/23 04:00:00+00,Fairmount,573,2176
2021/03/24 04:00:00+00,Providence/Stoughton,3535.5,2177
2021/03/24 04:00:00+00,Newburyport/Rockport,1836.5,2178
2021/03/24 04:00:00+00,Framingham/Worcester,1411,2179
2021/03/24 04:00:00+00,Franklin/Foxboro,1092.5,2180
2021/03/24 04:00:00+00,Middleborough/Lakeville,1360,2181
2021/03/24 04:00:00+00,Lowell,930,2182
2021/03/24 04:00:00+00,Haverhill,883,2183
2021/03/24 04:00:00+00,Kingston,762,2184
2021/03/25 04:00:00+00,Middleborough/Lakeville,1165.5,2185
2021/03/25 04:00:00+00,Lowell,922,2186
2021/03/25 04:00:00+00,Haverhill,721,2187
2021/03/25 04:00:00+00,Kingston,596,2188
2021/03/25 04:00:00+00,Needham,581.5,2189
2021/03/25 04:00:00+00,Fitchburg,177,2190
2021/03/25 04:00:00+00,Greenbush,344,2191
2021/03/25 04:00:00+00,Fairmount,548,2192
2021/03/26 04:00:00+00,Providence/Stoughton,3347.5,2193
2021/03/26 04:00:00+00,Newburyport/Rockport,1887.5,2194
2021/02/18 05:00:00+00,Lowell,701,2195
2021/03/26 04:00:00+00,Framingham/Worcester,1596,2196
2021/02/18 05:00:00+00,Haverhill,471,2197
2021/03/08 05:00:00+00,Fairmount,557.5,2198
2021/03/26 04:00:00+00,Franklin/Foxboro,1208,2199
2021/02/24 05:00:00+00,Haverhill,613,2200
2021/02/18 05:00:00+00,Kingston,705.5,2201
2021/03/09 05:00:00+00,Providence/Stoughton,3520,2202
2021/03/26 04:00:00+00,Middleborough/Lakeville,1248,2203
2021/02/24 05:00:00+00,Kingston,506,2204
2021/02/18 05:00:00+00,Needham,571.5,2205
2021/03/09 05:00:00+00,Newburyport/Rockport,2165.5,2206
2021/03/26 04:00:00+00,Lowell,902,2207
2021/02/24 05:00:00+00,Needham,503,2208
2021/02/18 05:00:00+00,Fitchburg,514,2209
2021/03/09 05:00:00+00,Framingham/Worcester,1642,2210
2021/03/26 04:00:00+00,Haverhill,809,2211
2021/02/24 05:00:00+00,Fitchburg,453,2212
2021/02/18 05:00:00+00,Greenbush,362,2213
2021/03/09 05:00:00+00,Franklin/Foxboro,1276,2214
2021/03/26 04:00:00+00,Kingston,616,2215
2021/02/24 05:00:00+00,Greenbush,267,2216
2021/02/18 05:00:00+00,Fairmount,626,2217
2021/03/09 05:00:00+00,Middleborough/Lakeville,1025,2218
2021/03/26 04:00:00+00,Needham,524,2219
2021/02/24 05:00:00+00,Fairmount,568,2220
2021/02/19 05:00:00+00,Providence/Stoughton,2946,2221
2021/03/09 05:00:00+00,Lowell,1093,2222
2021/03/26 04:00:00+00,Fitchburg,195,2223
2021/02/25 05:00:00+00,Providence/Stoughton,3364.5,2224
2021/02/19 05:00:00+00,Newburyport/Rockport,1727,2225
2021/03/09 05:00:00+00,Haverhill,642,2226
2021/03/26 04:00:00+00,Greenbush,321,2227
2021/02/25 05:00:00+00,Newburyport/Rockport,1789,2228
2021/02/19 05:00:00+00,Framingham/Worcester,1156,2229
2021/03/09 05:00:00+00,Kingston,531,2230
2021/03/26 04:00:00+00,Fairmount,598,2231
2021/02/25 05:00:00+00,Framingham/Worcester,1439,2232
2021/02/19 05:00:00+00,Franklin/Foxboro,723,2233
2021/03/09 05:00:00+00,Needham,639,2234
2021/03/29 04:00:00+00,Providence/Stoughton,3697,2235
2021/02/25 05:00:00+00,Franklin/Foxboro,1212,2236
2021/02/19 05:00:00+00,Middleborough/Lakeville,980,2237
2021/03/09 05:00:00+00,Fitchburg,174,2238
2021/03/29 04:00:00+00,Newburyport/Rockport,2037,2239
2021/02/25 05:00:00+00,Middleborough/Lakeville,1126,2240
2021/02/25 05:00:00+00,Lowell,878,2241
2021/02/25 05:00:00+00,Haverhill,585,2242
2021/02/25 05:00:00+00,Kingston,666,2243
2021/02/25 05:00:00+00,Needham,634.5,2244
2021/02/25 05:00:00+00,Fitchburg,456,2245
2021/02/25 05:00:00+00,Greenbush,315,2246
2021/02/25 05:00:00+00,Fairmount,615,2247
2021/02/26 05:00:00+00,Providence/Stoughton,3134.5,2248
2021/02/26 05:00:00+00,Newburyport/Rockport,1905,2249
2021/02/26 05:00:00+00,Framingham/Worcester,1316,2250
2021/02/26 05:00:00+00,Franklin/Foxboro,1257,2251
2021/02/26 05:00:00+00,Middleborough/Lakeville,1031,2252
2021/02/26 05:00:00+00,Lowell,891,2253
2021/02/26 05:00:00+00,Haverhill,597,2254
2021/02/26 05:00:00+00,Kingston,598,2255
2021/02/26 05:00:00+00,Needham,505,2256
2021/02/26 05:00:00+00,Fitchburg,518,2257
2021/02/26 05:00:00+00,Greenbush,296.5,2258
2021/02/26 05:00:00+00,Fairmount,638.5,2259
2021/03/01 05:00:00+00,Providence/Stoughton,2792,2260
2021/03/01 05:00:00+00,Newburyport/Rockport,1464,2261
2021/03/01 05:00:00+00,Framingham/Worcester,1525,2262
2021/03/01 05:00:00+00,Franklin/Foxboro,1309,2263
2021/03/01 05:00:00+00,Middleborough/Lakeville,963,2264
2021/03/01 05:00:00+00,Lowell,913,2265
2021/03/01 05:00:00+00,Haverhill,696,2266
2021/03/01 05:00:00+00,Kingston,673,2267
2021/03/01 05:00:00+00,Needham,517,2268
2021/03/01 05:00:00+00,Fitchburg,227,2269
2021/03/01 05:00:00+00,Greenbush,318.5,2270
2021/03/01 05:00:00+00,Fairmount,490.5,2271
2021/02/19 05:00:00+00,Lowell,649,2272
2021/02/19 05:00:00+00,Haverhill,498,2273
2021/02/19 05:00:00+00,Kingston,520.5,2274
2021/02/19 05:00:00+00,Needham,416,2275
2021/02/19 05:00:00+00,Fitchburg,514,2276
2021/02/19 05:00:00+00,Greenbush,306,2277
2021/02/19 05:00:00+00,Fairmount,499.5,2278
2021/02/22 05:00:00+00,Providence/Stoughton,3366.5,2279
2021/02/22 05:00:00+00,Newburyport/Rockport,2125,2280
2021/02/22 05:00:00+00,Framingham/Worcester,1437,2281
2021/02/22 05:00:00+00,Franklin/Foxboro,1413,2282
2021/02/22 05:00:00+00,Middleborough/Lakeville,1070,2283
2021/02/22 05:00:00+00,Lowell,644,2284
2021/02/22 05:00:00+00,Haverhill,573,2285
2021/03/09 05:00:00+00,Greenbush,477,2286
2021/02/22 05:00:00+00,Kingston,491.5,2287
2021/03/29 04:00:00+00,Framingham/Worcester,1586,2288
2021/03/09 05:00:00+00,Fairmount,579,2289
2021/02/22 05:00:00+00,Needham,533,2290
2021/03/29 04:00:00+00,Franklin/Foxboro,1245.5,2291
2021/03/10 05:00:00+00,Providence/Stoughton,3404,2292
2021/02/22 05:00:00+00,Fitchburg,518,2293
2021/03/29 04:00:00+00,Middleborough/Lakeville,1111,2294
2021/03/10 05:00:00+00,Newburyport/Rockport,1957.5,2295
2021/02/22 05:00:00+00,Greenbush,385.5,2296
2021/03/29 04:00:00+00,Lowell,1069,2297
2021/03/10 05:00:00+00,Framingham/Worcester,1609,2298
2021/02/22 05:00:00+00,Fairmount,578.5,2299
2021/03/29 04:00:00+00,Haverhill,723,2300
2021/03/10 05:00:00+00,Franklin/Foxboro,1474,2301
2021/02/23 05:00:00+00,Providence/Stoughton,3529,2302
2021/03/29 04:00:00+00,Kingston,439,2303
2021/03/10 05:00:00+00,Middleborough/Lakeville,1092,2304
2021/02/23 05:00:00+00,Newburyport/Rockport,1690,2305
2021/03/29 04:00:00+00,Needham,551,2306
2021/03/10 05:00:00+00,Lowell,988,2307
2021/02/23 05:00:00+00,Framingham/Worcester,1399,2308
2021/03/29 04:00:00+00,Fitchburg,191,2309
2021/03/10 05:00:00+00,Haverhill,645,2310
2021/02/23 05:00:00+00,Franklin/Foxboro,1309,2311
2021/03/29 04:00:00+00,Greenbush,525,2312
2021/03/10 05:00:00+00,Kingston,624.5,2313
2021/02/23 05:00:00+00,Middleborough/Lakeville,1026,2314
2021/03/29 04:00:00+00,Fairmount,518,2315
2021/03/10 05:00:00+00,Needham,609,2316
2021/02/23 05:00:00+00,Lowell,784,2317
2021/03/30 04:00:00+00,Providence/Stoughton,3628.5,2318
2021/03/10 05:00:00+00,Fitchburg,188,2319
2021/02/23 05:00:00+00,Haverhill,596,2320
2021/03/30 04:00:00+00,Newburyport/Rockport,2168,2321
2021/03/10 05:00:00+00,Greenbush,296,2322
2021/02/23 05:00:00+00,Kingston,504.5,2323
2021/03/30 04:00:00+00,Framingham/Worcester,1255,2324
2021/03/10 05:00:00+00,Fairmount,589,2325
2021/02/23 05:00:00+00,Needham,557,2326
2021/03/30 04:00:00+00,Franklin/Foxboro,1069,2327
2021/03/11 05:00:00+00,Providence/Stoughton,3520,2328
2021/02/23 05:00:00+00,Fitchburg,424,2329
2021/03/30 04:00:00+00,Middleborough/Lakeville,1270,2330
2021/03/11 05:00:00+00,Newburyport/Rockport,2146,2331
2021/03/30 04:00:00+00,Lowell,1025,2332
2021/03/11 05:00:00+00,Framingham/Worcester,1626,2333
2021/03/30 04:00:00+00,Haverhill,720.5,2334
2021/03/11 05:00:00+00,Franklin/Foxboro,1527,2335
2021/03/30 04:00:00+00,Kingston,725,2336
2021/03/11 05:00:00+00,Middleborough/Lakeville,1120,2337
2021/03/30 04:00:00+00,Needham,609.5,2338
2021/03/11 05:00:00+00,Lowell,911,2339
2021/03/30 04:00:00+00,Fitchburg,174,2340
2021/03/11 05:00:00+00,Haverhill,837,2341
2021/03/11 05:00:00+00,Kingston,667.5,2342
2021/03/11 05:00:00+00,Needham,610,2343
2021/03/11 05:00:00+00,Fitchburg,201,2344
2021/03/11 05:00:00+00,Greenbush,680,2345
2021/03/11 05:00:00+00,Fairmount,637,2346
2021/03/12 05:00:00+00,Providence/Stoughton,3545.5,2347
2021/03/12 05:00:00+00,Newburyport/Rockport,2225.5,2348
2021/03/12 05:00:00+00,Framingham/Worcester,1536.5,2349
2021/03/12 05:00:00+00,Franklin/Foxboro,1419,2350
2021/03/30 04:00:00+00,Greenbush,400,2351
